,OS,Remission,pCR,pRelapse
CASP9.cl315_Squared,0.5954619258000001,0.6512165556352278,0.4292572384631469,0.6755351796171407
CASP9.cl330_Squared,0.8969154106248,0.46336737819816215,0.5453156770105901,1.03766418
CAV1_Squared,0.6381922245225232,0.5540309652275259,0.5320913390045157,0.76236552
CBL_Squared,0.4803805721721888,0.5910298191303088,0.6387756524749211,0.9266600543445003
CCNB1_Squared,0.6051657497760001,0.4005162270193634,0.581912418001079,0.771895089
CCND1_Squared,0.6616243620000001,0.6381922245225231,0.769487451704897,0.9081268532576099
CCND3_Squared,0.605165749776,0.6229081353006841,0.5678005799777075,0.6538513343454792
CCNE1_Squared,0.4803805721721888,0.7060267080720002,0.6207732288386016,0.8334900000000001
CCNE2_Squared,0.6175160712000001,0.735365526198792,1.3446572974191546,0.8899643161924579
CD44_Squared,0.567106596,0.781312979922048,0.4891020343660947,0.8547217292712365
CD74_Squared,0.7060267080720001,0.5108625344634736,0.582264326626303,0.9189227250000002
CDK1_Squared,0.45213035148388675,0.4541000306341987,0.4772409218131349,0.8648827173882
CDK2_Squared,0.6616243620000001,0.6921201503340935,0.5258401171173551,0.8140206945440347
CDK4_Squared,0.7938000000000001,0.6057189853070617,0.675682690173472,1.177913383151923
CDKN1A_Squared,0.48038057217218894,0.7503729859171347,0.6816445962632379,0.5671065960000001
CDKN2A_Squared,0.6127303216482001,0.5860949000717051,1.228769824585365,0.6947055801
CLPP_Squared,0.6724063886400001,0.6782777473274115,0.52600273654735,0.78447412008
COPS5_Squared,0.6919061739105601,0.7091024716916925,0.5382015090781678,0.8334900000000002
CREB1_Squared,0.5446491747984,0.7036069275360819,0.48291439327104047,1.1117830499999999
CREB1.pS133_Squared,0.5359157332200001,0.6485923941073345,0.5217648562096957,0.7692495563441129
CTNNA1_Squared,0.6301184400000001,0.638578168079342,0.5891863232260925,0.8405079858000001
CTNNB1_Squared,0.6354240372648001,0.574720351271408,0.46741343743764885,0.823697826084
CTNNB1.pS33_37_41_Squared,0.5786802000000001,0.5470219067335913,0.5866307012524786,0.71442
CTSG_Squared,0.7443274072500001,0.640972471224404,0.5432293261692758,0.8547217292712366
DIABLO_Squared,0.7031816819298431,0.5516278311882881,0.7101799431743078,0.9044674383822608
DLX1_Squared,0.6780680504323487,0.5126194461268558,0.6441541434687598,0.9491168366399998
DUSP6_Squared,0.5001880176720003,2.0,0.5884662009109313,0.7910793921710736
EGFR_Squared,0.45935634276000004,0.7031816819298432,0.6515511655244197,0.9152198067599999
EGFR.pY992_Squared,0.5337561913024321,0.5743730020702708,0.47517086801450775,0.8405079858
EGLN1_Squared,0.6051657497760001,0.673021094785624,0.5565583630184779,1.14402475845
EIF2AK2_Squared,0.7031816819298431,0.5045555895935542,0.6546514702512138,0.6751269000000001
EIF2AK2.pT451_Squared,0.6724063886400001,0.7240115284346285,0.7390157486173832,0.8933011737108748
EIF2S1_Squared,0.8135287171199999,0.46915947042563927,0.6059063077895448,0.6947055801000002
EIF2S1.pS51._Squared,0.6175160712000001,0.7351381800000001,0.6163347363977031,2.0
EIF4E_Squared,0.6328635137368588,0.6254283800320728,0.513041453975881,0.8306333617796273
ELK1.pS383_Squared,0.9724050000000001,0.5516278311882881,0.9840313719200152,0.78447412008
ERBB2_Squared,0.470772960728745,0.5320913390045159,0.5793883469160284,0.8039710563397874
ERBB2.pY1248_Squared,0.6919061739105601,2.0,0.7296664433707516,0.9805926501000002
ERBB3_Squared,0.7938000000000001,0.7060267080719999,0.5363569194597024,1.1124553952405727
ERG_Squared,0.7623655199999999,0.5956460762210215,2.0,0.7815437776125003
Fli1_Squared,0.6616243620000001,0.6202062434621216,0.5453156770105905,0.88253338509
FN1_Squared,0.6483918747599999,0.6104499725946703,0.6336379662678415,1.0090298369529
FOXO1.pT24_FOXO3.pT32_Squared,0.76236552,0.6839888459599084,0.778540188996643,0.823697826084
FOXO3_Squared,0.5930624347804799,0.6254283800320726,0.4886553113306778,0.7876480500000002
FOXO3.S318_321_Squared,0.6865439010627532,0.6254283800320728,0.6630395994863485,1.0337880656250003
GAB2_Squared,0.6645066894237017,0.4923197160602321,0.5089612985432176,0.9805926501
GAB2.pY452_Squared,0.6076142100000003,0.7235739507058085,0.7360377888599914,0.6279588215053982
GAPDH_Squared,0.6977320238948869,0.622908135300684,0.4886553113306778,0.847585063040436
GATA1_Squared,0.81352871712,0.40051622701936335,0.6680117043379733,0.583552687284
GATA3_Squared,0.97664122490256,0.5886481878591465,0.7278304082828788,0.6977320238948869
GRP78_Squared,0.7413280434756,0.4450180300215148,0.5791565915772617,0.7031816819298432
GSKA_B_Squared,2.0,0.7475700256016646,0.6952774881885029,0.77839444564938
GSKA_B.pS21_9_Squared,0.5446491747984,0.5956460762210217,0.41867987074812485,0.7718950890000001
H3histon_Squared,2.0,0.567106596,0.7070995059739701,2.0
H3K27Me3_Squared,0.5786802000000002,0.49431160876518226,0.49878207257235324,0.7564571872200001
H3K4Me2_Squared,0.882,0.6622292113415397,0.7515131673802202,0.6671952391280401
H3K4Me3_Squared,2.0,0.7752578043276521,0.8342519669205593,0.830131344
HDAC1_Squared,0.71442,2.0,0.5023670572043186,2.0
HDAC2_Squared,0.5786802000000001,0.5886481878591465,0.47680503216590864,0.83712104991648
HDAC3_Squared,0.5557644640800001,0.5253598392269411,0.6185894247367836,0.8275305950309975
HIF1A_Squared,0.8072238695623201,0.4787341534955502,0.5341955997249903,0.8789771024123041
HNRNPK_Squared,0.67240638864,0.6595606728899116,0.6931718174122655,0.878977102412304
HSP90AA1_B1_Squared,0.6724063886399999,0.6949204222578587,0.5941472720676563,0.7534089449248319
HSPA1A_L_Squared,0.76236552,0.5126194461268557,0.5195016778584268,0.8654057508871269
HSPB1_Squared,0.5604440008675536,0.5516278311882882,0.6736363628884993,0.8507630225817854
IGF1R_Squared,0.6175160712000002,2.0,0.7036069275360818,0.4823241598980001
IGFBP2_Squared,0.8643599999999999,0.59306243478048,0.7475020959419002,2.0
INPP5D_Squared,0.69190617391056,0.6865439010627531,0.4693045610019828,0.6004757152152361
INPPL1_Squared,0.6589582608672001,0.6254283800320728,0.5654533329372643,0.9115318099090558
IRS1.pS1101_Squared,0.5860949000717051,0.7538645652172308,0.5842667967970611,0.9266600543445003
ITGA2_Squared,0.59306243478048,0.42554146977382223,0.5611298316438975,0.9
ITGAL_Squared,0.5146934701844882,0.622908135300684,0.5132467526769515,0.985460135924911
ITGB3_Squared,0.49018425731856,0.47282385530424714,0.613851135682145,0.8894264399999998
JMJD6_Squared,0.5604440008675536,0.5606173217706155,0.633196828082795,0.8334900000000001
JUNB_Squared,0.7534089449248318,0.7602121048563597,0.7484848476538878,1.030244941532294
JUN.pS73_Squared,0.49216751010000004,0.7007716522132698,0.4891020343660944,1.153657446916149
KDR_Squared,0.5604440008675536,0.4342259895651247,0.6284757811204538,0.933897762
KIT_Squared,0.7290000000000001,0.5743730020702709,0.8621850400536135,2.0
LCK_Squared,0.5557644640800001,0.402136688936262,0.6038296720569067,0.7881243762199975
LEF1_Squared,0.7031816819298431,0.4613575015141702,0.4985825597433243,0.6865439010627532
LGALS3_Squared,0.7351381800000001,0.49446447780168296,0.6759530714020329,2.0
LSD1_Squared,0.48038057217218894,0.35890107300790924,0.6413600961215145,0.6780680504323489
LYN_Squared,0.7938000000000001,0.756691126458557,2.0,0.7501410000000001
MAP2K1_Squared,0.5126194461268558,0.4824733217390274,0.35479424811749916,1.0987213780153797
MAP2K1_2.pS217_221_Squared,0.4085636766324467,0.5429503459229753,0.6897480320428907,1.0254732861476878
MAPK1_Squared,0.41342070848400003,0.5581856191159097,2.0,0.8751645
MAPK1_3.pT202Y204_Squared,0.6301184400000002,0.5297833690732319,0.8427399178551418,0.8894264399999998
MAPK14_Squared,0.686128968,0.4327377574830712,0.5193482638196097,0.622715556519504
MAPK14.pT180Y182_Squared,0.7471182096,0.3620349470586725,2.0,0.9882515999999999
MAPK9_Squared,0.5446491747984001,0.7694874517048969,0.9129168699954083,0.7659129020602501
MAPT_Squared,0.8371210499164798,0.6618289735789128,0.5963749847475621,0.8306333617796273
MCL1_Squared,0.5208121800000001,0.7597526482410991,2.0,1.1728041312797584
MDM2_Squared,0.5812011860848704,0.7031816819298431,0.6260001394254227,1.0090298369529
MDM4_Squared,0.5103959364,0.6540535420657183,0.5092690903437054,0.9157732813620392
MET.pY1230_1234_1235_Squared,0.6301184400000001,0.5429503459229752,0.48291439327104035,0.8613975603640579
MSI2_Squared,0.6178895109564778,0.49446447780168307,0.5748980872274292,0.91521980676
MTOR_Squared,0.6808114684980001,0.6279588215053982,0.43638140940107867,0.9571084004045087
MTOR.pS2448_Squared,0.8751645000000001,0.48247332173902746,0.6312710605993848,0.91521980676
MYC_Squared,0.86436,0.5190271892034415,0.714722134494606,0.9529569000000001
NCL_Squared,0.567106596,0.42369566465587066,2.0,0.9338977620000001
NF2_Squared,0.5337561913024321,0.569577162363173,0.5281309085045831,0.6751269000000002
NF2.pS518_Squared,0.67240638864,0.5581856191159096,0.6680117043379732,0.9541098403530576
NOTCH1.cl1744_Squared,0.6301184400000001,0.7235739507058084,0.6281530217999158,0.67240638864
NOTCH3_Squared,0.6328635137368588,0.5342441450408285,0.6729599391849211,1.063767919528125
NPM1_Squared,0.59306243478048,0.5253598392269412,0.6983698824434272,0.7413280434755999
NPM1.3542_Squared,0.4687309620000001,0.6129198124314313,0.6006068357097529,0.7060267080720001
NR4A1_Squared,0.7910793921710737,0.5360814685989194,0.380136694411606,0.8542051529759999
NRP1_Squared,0.59306243478048,0.5606173217706156,0.5194544721505794,0.830131344
ODC1_Squared,0.6051657497760001,0.4069173163354981,0.45254368382334065,0.8410162788018727
PA2G4_Squared,0.567106596,0.7878916352129917,0.8644548597772322,0.8439086250000003
PA2G4.pS65_Squared,0.5786802000000002,0.5360814685989194,0.7419383329513755,2.0
PA2G4.pT37_46_Squared,0.43234251495496995,0.622908135300684,0.5389090903107991,0.6175160712
PA2G4.pT70_Squared,0.732175845408,0.5516278311882882,2.0,0.8334900000000001
PARK7_Squared,0.63011844,0.4728238553042471,0.9151081656487964,1.1031667313625
PARP1_Squared,0.7783944456493802,0.5792092227477025,0.5586451387737368,0.64839187476
PARP1.cl214_Squared,0.5446491747984,0.8627064421456607,0.5866307012524787,0.8576612100000001
PDK1_Squared,0.5884662009109312,0.586094900071705,0.5703907924777394,0.7844741200799998
PDK1.pS241_Squared,0.6175160712000001,0.8512775172658767,0.43978978019760995,0.86436
PIK3CA_Squared,0.81,0.49646504806945935,0.7887731902189313,1.03766418
PIK3R1_2_Squared,0.69190617391056,0.5384168758284993,0.7926885186910227,0.76236552
PIM1_Squared,0.5251974185556002,0.572058491602669,0.4947185449053138,0.6051657497760001
PIM2_Squared,0.8277865141769251,0.6782777473274115,0.49292218127094417,0.6861289679999999
PLAC1_Squared,0.7538645652172306,0.6254283800320727,0.5816796530338786,0.972405
PPARA_Squared,0.7204354164,0.6328635137368588,0.5191877016917672,1.0090298369529003
PPARG_Squared,0.5446491747984,0.48653574710807,0.43462295394393646,0.6589582608672
PPP2R2A_B_C_D_Squared,0.5446491747984,0.7415573039293858,0.5453156770105902,0.686128968
PRKAA1_2_Squared,0.6354240372648002,0.712402014130283,0.6280959432392597,0.6865439010627531
PRKAA1_2.pT172_Squared,0.567106596,0.583733154696601,0.7214645446535825,1.1440247584499998
PRKCA_Squared,0.6780680504323489,0.7387872739128859,0.574898087227429,0.7265014826060879
PRKCA.pS657_Squared,0.5446491747984001,0.4152217513627532,0.7273905225013486,0.6701018357486492
PRKCB.I_Squared,0.735365526198792,0.5148526424424023,0.5846201292210903,0.9684865679999999
PRKCB.II_Squared,0.533756191302432,0.4597762810171262,0.5863960489719778,0.9075779999999999
PRKCD.pS645_Squared,0.686128968,0.474736869058081,0.5300555838271219,0.5001880176720002
PRKCD.pS664_Squared,0.5337561913024321,0.5956460762210217,0.5344093634703786,0.7687846376783998
PRKCD.pT507_Squared,0.3891082634594731,0.6979478019999066,0.5842667967970612,0.7351381800000001
CDKN1B_Squared,0.5812011860848706,0.5405952745645223,0.7870631552761856,0.67240638864
CDKN1B.pS10_Squared,0.7175323284998399,0.6205813100868242,0.5256297810705082,0.7383407660263351
PTEN_Squared,0.6861289680000001,0.7036069275360818,0.594147272067656,0.7060267080720001
PTEN.pS380T382T383_Squared,0.569577162363173,0.5360814685989195,0.7270995662923482,0.878977102412304
PTGS2_Squared,2.0,0.605165749776,0.49661858307088114,0.8579264472319241
PTK2_Squared,0.5930624347804802,0.49646504806945924,0.5092690903437052,0.9882515999999999
PTPN11_Squared,0.5954619258000002,0.7235739507058087,0.46519985638680506,2.0
RAC1_2_3_Squared,0.605165749776,0.5110205219799369,0.6387756524749211,0.8894264399999998
RB1_Squared,0.8334900000000001,0.6006614161828026,0.6312710605993848,0.66719523912804
RB1.pS807_811_Squared,0.5126194461268557,0.6008471745795848,0.4292572384631469,0.610261245389114
RELA_Squared,0.64839187476,0.574373002070271,0.5279676311272308,0.8716379112
RPS6_Squared,0.7779240000000001,0.6078021185928791,0.515323314775008,0.7534089449248318
RPS6KB1_Squared,0.45213035148388675,0.6810220138127013,0.5982409731427768,0.8716379111999999
RPS6KB1.pT389_Squared,0.7849485268817479,0.6949204222578587,0.8721024461089638,0.9805926501
RPS6.pS235_236_Squared,0.7564571872200002,0.529783369073232,0.6985858578102953,0.8275305950309975
RPS6.pS240_244_Squared,0.6589582608672,0.4865357471080701,0.6624340099739922,0.76236552
SFN_Squared,0.59306243478048,0.6595606728899116,0.5700978632191241,0.8441696091567767
SIRT1_Squared,0.4501692159048001,0.610261245389114,0.4526836358610714,0.8168202
SMAD1_Squared,0.5001880176720002,0.6595606728899116,0.5521321229732229,1.1673722025
SMAD2_Squared,0.605165749776,2.0,0.7445575952762771,0.9338977619999999
SMAD2.pS245_Squared,0.6589582608672,0.4613575015141702,0.5653377196199242,0.933897762
SMAD2.pS465_Squared,0.4844253765898786,0.5360814685989194,0.6110080389011328,0.8510143356225003
SMAD3_Squared,0.7175323284998398,0.5628855420288654,0.4984284175572914,0.8716379111999999
SMAD4_Squared,0.6645066894237018,0.605165749776,0.5008001115403382,0.9423307065215384
SMAD5_Squared,0.6861289680000001,0.4038885736508663,0.443492810146874,1.1344725
SMAD5.pS463_Squared,0.5786802000000001,2.0,0.8721650298686086,2.0
SMAD6_Squared,0.6919061739105599,0.48457518824564927,0.5957137518799093,0.9805926501
SOCS2_Squared,0.569577162363173,0.7478012164284713,0.7246734114023551,1.153657446916149
SPI1_Squared,0.7175323284998399,0.5384168758284993,0.579738729121884,0.988849240213842
SPP1_Squared,0.6051657497759999,0.5451470867763558,0.40601892914146004,0.66719523912804
SQSTM0_Squared,0.686128968,0.5126194461268557,0.5540309652275258,0.9081268532576101
SRC_Squared,0.4803805721721888,0.5516278311882881,0.6338251411682405,0.8933011737108748
SRC.pY416_Squared,0.6589582608672,0.732175845408,0.47134905858087395,0.9301344999071999
SRC.pY527_Squared,0.605165749776,0.4652421316769193,0.4949165115099177,0.9261
SSBP2_Squared,0.5230810674763833,0.6921201503340935,0.51934826381961,0.8306333617796274
STAT1_Squared,0.6175160712000001,0.46336737819816204,0.5196623370854135,0.605165749776
STAT1.pY701_Squared,0.5671065960000001,2.0,0.83712104991648,0.6751269000000001
STAT3_Squared,0.7687846376784,0.5446491747984001,0.8285432670366927,0.8969154106247998
STAT3.pS727_Squared,0.6301184400000001,0.5384168758284993,0.6202767095792473,1.0006047450000002
STAT3.pY705_Squared,0.425409909030036,0.6977320238948868,0.5281309085045833,0.7383407660263354
STAT5A_B_Squared,0.8203786289181504,0.6409724712244039,0.6207732288386015,0.7383407660263354
STAT5A_B.pY694_Squared,0.8470728,0.5676250382927485,0.5915701317570247,0.854205152976
STAT6.pY641_Squared,0.7235739507058087,0.4450180300215148,0.5586959059547418,0.847585063040436
STK11_Squared,0.7783944456493801,0.6232848358809667,0.5840330900783423,0.8894264399999999
STMN1_Squared,0.5446491747984,0.6281530217999158,0.6809601311901959,0.7148520419229002
TAZ_Squared,0.5884662009109313,2.0,0.6254283800320727,0.9417611811560399
TAZ.pS89_Squared,0.5446491747983999,0.5910298191303087,0.47546481273886093,1.02102525
TCF4_Squared,0.7031816819298432,0.4430877444542091,0.6132347445822596,0.6981539738476771
TGM2_Squared,0.7471182096,0.5886481878591465,0.5564445683781534,0.9882516
TNK1_Squared,0.7031816819298432,0.6279588215053982,0.6844024847945585,0.94176118115604
TP53_Squared,0.6153996450752902,0.7445575952762772,0.44197281769114444,1.1031667313625004
TP53.pS15_Squared,0.6947055800999999,0.5812011860848706,0.586396048971978,0.8759645652665873
TRIM24_Squared,0.680811468498,0.5632259442459795,0.4691168391775822,1.4022778370856224
TRIM62_Squared,0.5446491747984,0.7091024716916924,0.5723524282767753,0.8405079858
TSC2_Squared,0.5103959364,0.703606927536082,0.558868686248236,0.6538513343454792
VASP_Squared,0.6616243620000001,0.3619230200426359,0.8258851194980387,0.8168202000000001
VHL_Squared,0.854205152976,0.6006614161828026,0.7364829040326154,0.6589582608671999
WTAP_Squared,0.6175160712000002,0.427263182152273,0.574668127992538,1.121144263281
XIAP_Squared,0.7849485268817478,0.5792092227477027,0.6032781621366392,0.83712104991648
XPO1_Squared,0.4051522943143201,0.4291245289493178,0.5320913390045156,1.1117830499999999
YAP1_Squared,0.5446491747984,0.4923197160602321,0.6260001394254228,0.9529569000000001
YAP1p_Squared,0.6589582608672,0.5886481878591465,0.5450975507397864,0.6354240372648001
YWHAE_Squared,0.8470728,0.6229081353006841,0.5392349928886192,0.67240638864
YWHAZ_Squared,2.0,0.6538513343454793,0.5915701317570247,0.8275305950309972
ZNF296_Squared,0.7471182096,0.6254283800320727,0.6159062654980451,0.7060267080720001
ZNF346_Squared,0.732175845408,0.5695771623631729,0.49707258603724563,0.9684865679999999
PCA_1,0.71442,0.6647121923808633,0.6897480320428908,1.05063498225
PCA_2,0.42540990903003617,0.5230810674763834,0.5542023028581704,0.5557644640800001
PCA_3,0.605165749776,0.5792092227477026,0.5891863232260924,0.8004837960000001
PCA_4,0.567106596,0.5676250382927486,0.5368960370397767,0.55576446408
PCA_5,0.4236956646558706,0.5274854100645345,0.5219262153391077,0.6616243620000001
PCA_6,0.7175323284998399,0.6032781621366391,0.469304561001983,0.6593567625806682
PCA_7,0.5001880176720002,0.5910298191303084,0.541781626379002,0.7942800465809999
PCA_8,0.6616243620000001,0.7267261578507981,0.6621690363700028,0.80722386956232
PCA_9,0.441165831586704,0.583733154696601,0.5725814608611199,0.7298819848173398
PCA_10,0.583552687284,0.5606173217706157,0.6495779213567671,1.121144263281
PCA_11,0.60761421,0.6618289735789128,0.6083577642618296,0.7204354164
PCA_12,0.5208121800000002,0.5297833690732319,0.5110205219799369,0.9266600543445
PCA_13,0.7001316000000001,0.47473686905808093,1.1422476450803611,0.5786802000000001
PCA_14,0.6354240372648001,0.6202062434621216,0.6437648299066979,0.8648827173882001
PCA_15,0.55576446408,0.4824733217390274,0.4788386903774888,0.6538513343454793
PCA_16,0.567106596,2.0,0.8244508411123899,0.817314167931849
PCA_17,0.40515229431432004,0.6780680504323489,0.6873840437637746,0.8140206945440347
PCA_18,0.8470728,0.7945256827814848,2.0,0.8643599999999999
PCA_19,0.5557644640800001,0.40691731633549816,0.5032859933627113,0.8168201999999999
PCA_20,0.6589582608671999,0.7091024716916925,0.5702741696410574,0.8716379112
PCA_21,0.7031816819298431,0.7817854750400909,0.7213170330827914,0.8716379111999999
PCA_22,0.732175845408,0.6618289735789127,0.5189328683042765,0.9684865679999999
PCA_23,0.642978,0.7011954403660875,0.4807760397524912,0.8716379111999999
PCA_24,0.533756191302432,0.6306944869919429,0.4947185449053137,1.0640968965823459
PCA_25,0.5446491747984001,0.5956460762210215,0.5702741696410574,0.9615619454301412
PCA_26,0.5695771623631731,0.6006614161828024,0.4964199356376529,0.6753356873254213
PCA_27,0.6202062434621217,0.6407743076585697,0.665250191667362,0.9157732813620392
PCA_28,0.7878916352129917,0.6837773834169891,0.4830637376455255,0.6780680504323486
PCA_29,0.4429507590900001,0.6254283800320726,0.6287272720292657,1.0216427099148115
PCA_30,0.567106596,0.6229081353006841,0.730041362597928,0.9535331959204905
PCA_31,0.8004837960000001,0.765686720323607,2.0,0.7623655199999999
PCA_32,0.6671952391280399,0.6814338584704445,0.5410894805137585,0.8510143356225002
PCA_33,0.583733154696601,0.4844253765898787,0.6493180901882244,1.0594813288005451
PCA_34,0.882,0.504860717063583,0.5214495122244255,0.9690722554095652
PCA_35,0.533756191302432,0.6566997990336765,0.6032781621366392,0.823697826084
PCA_36,0.645779095649856,0.744557595276277,0.6393596137904074,0.7383407660263352
PCA_37,0.5812011860848704,0.6129198124314311,2.0,0.6893216118542251
PCA_38,0.6102612453891141,2.0,0.90812685325761,0.9609807970980001
PCA_39,0.5604440008675535,0.6979478019999065,0.6985127012507302,0.7628265567363922
PCA_40,0.5446491747984001,0.6180805972521038,0.7014122895548718,0.7534089449248319
PCA_41,0.7471182096,0.5581856191159095,0.5842667967970611,0.6433668377306101
PCA_42,0.8858423808639998,0.583733154696601,0.5564445683781537,1.0552120114459707
PCA_43,0.7204354164,0.3589010730079092,0.596190608976593,0.7204354164000001
PCA_44,0.6861289680000001,0.4923197160602323,1.7882117445310446,0.6751269000000001
PCA_45,0.6589582608672,0.5360814685989197,0.4966185830708812,0.7942800465810002
PCA_46,0.6645066894237018,0.5191877016917671,0.5564445683781536,0.8072238695623201
PCA_47,0.6328635137368588,0.6518118902805318,0.7360377888599914,0.81352871712
PCA_48,0.7844741200799998,0.5023670572043186,0.605663945266429,0.882
PCA_49,0.5695771623631731,0.6381922245225231,0.640914227795163,0.781785475040091
PCA_50,0.678068050432349,0.5360814685989195,0.7357433737444473,0.9529569
PCA_51,0.6808114684980002,0.7726007465651299,0.6157158514205766,1.0512703485023411
PCA_52,0.5930624347804802,0.5360814685989196,0.8834486769129326,0.8168202000000001
PCA_53,0.59306243478048,0.4824733217390274,0.5936046056009205,0.80722386956232
PCA_54,0.562711519881,0.6104499725946702,0.7422352270421925,1.02102525
PCA_55,0.605165749776,0.5088039476579319,0.6312136987110034,1.0512703485023407
PCA_56,0.7779240000000001,0.43611766942108443,0.579388346916028,0.854205152976
PCA_57,0.5359157332200002,0.5169357018632437,1.2528438829886406,0.893565052403625
PCA_58,0.4613575015141701,0.5023670572043184,0.5630596179941965,0.8686505278223233
PCA_59,0.6051657497759999,0.6306944869919427,0.6869686029359919,0.9805926500999999
PCA_60,0.71442,0.6078021185928792,0.6469603629181143,0.8825333850900001
PCA_61,0.7265014826060878,0.5191877016917672,0.4038885736508664,0.8072238695623201
PCA_62,0.567106596,0.5065969878259788,1.8596406147429845,0.80722386956232
PCA_63,0.605165749776,0.6207732288386016,0.4344885855611844,0.9609807970979999
PCA_64,0.6512165556352278,0.6463694594321133,0.5611298316438975,0.7972581427776
PCA_65,0.7471182095999999,0.5886481878591466,2.0,0.8643599999999999
PCA_66,0.80722386956232,0.525359839226941,0.7151543591318311,0.7413280434756001
PCA_67,0.45016921590480014,0.5956460762210216,2.0,0.8168202
PCA_68,0.6616243620000001,0.42054203837033144,0.5132467526769517,0.8894264399999999
PCA_69,0.67240638864,0.6647121923808633,0.5746681279925384,0.8039710563397874
PCA_70,0.7938000000000001,0.5628855420288653,0.5565583630184779,0.9152198067599998
PCA_71,0.7876480500000003,0.6227155565195039,0.5768752241019637,0.968486568
PCA_72,0.706026708072,0.759752648241099,0.5340304473828119,0.88942644
PCA_73,0.5296195808198383,0.8079618242901417,0.5586959059547415,0.6589582608672
PCA_74,0.500188017672,0.6202062434621216,0.6760913059019411,0.6328635137368589
PCA_75,0.59306243478048,0.6540535420657183,0.6260001394254227,0.7942800465810003
PCA_76,0.5103959364000001,0.598240973142777,0.5915701317570247,0.94176118115604
PCA_77,0.645779095649856,0.8833401869061318,0.6008471745795848,0.9039207967999998
PCA_78,0.6051657497760001,0.5470219067335912,0.64415414346876,0.8203786289181503
PCA_79,0.76236552,0.5676250382927485,0.5111250272618677,0.7383407660263355
PCA_80,0.686128968,0.5720584916026691,0.5797387291218842,1.042814958650699
PCA_81,0.6457790956498559,0.572058491602669,0.7360377888599915,0.8716379111999998
PCA_82,0.5786802000000002,0.8175669275821479,0.6012105339041757,0.6354240372648
PCA_83,0.6589582608672,0.5956460762210215,0.5982409731427768,0.8168202000000001
PCA_84,0.5954619258000001,0.622908135300684,0.543118256801007,0.7910793921710737
PCA_85,0.5103959364000001,0.6356205462251878,2.0,0.8861040562500002
PCA_86,0.533756191302432,0.6951353308570327,0.7481854537148261,0.6279588215053983
PCA_87,0.7534089449248319,0.7091024716916923,0.5476913125232715,0.8576612100000001
PCA_88,0.8405079857999999,0.6867562191690042,0.7328451920999018,0.8974578157347984
PCA_89,0.6175160712000001,0.6409724712244039,0.9311752073953166,0.605165749776
PCA_90,0.8894264399999998,0.7415573039293858,0.7456889403330234,0.55145728948338
PCA_91,0.7687846376784,0.5604440008675536,0.511020521979937,0.6175160712000001
PCA_92,0.5835526872840001,2.0,0.763062465743338,0.9603999999999999
PCA_93,0.7204354164,0.529783369073232,0.523559262140012,0.8648827173882
PCA_94,0.5766968768927128,0.6328635137368588,0.5170955675456905,0.8168202
