,OS,Remission,pCR,pRelapse
PCA_95,0.5404281436937125,0.5516278311882882,0.5868121205606479,0.9888492402138419
PCA_96,0.7471182096,0.7296664433707514,0.6186456393873971,0.8683819751250001
PCA_97,0.6561000000000001,0.43234251495497006,0.5476913125232714,0.794280046581
PCA_98,0.7687846376784,0.622908135300684,0.49276978905208235,0.7290000000000001
PCA_99,0.7265014826060878,0.6180805972521038,0.6897480320428908,0.81352871712
PCA_100,0.6175160712000001,0.49446447780168307,0.6546514702512138,0.8648827173882
PCA_101,0.5043996007807983,0.5886481878591465,0.6869686029359919,0.9496908103013739
PCA_102,0.6175160712000001,0.735365526198792,0.5653377196199243,0.9423307065215386
PCA_103,0.6724063886400001,0.7415573039293859,0.5846201292210903,0.8716379112
PCA_104,0.7471182096,0.48457518824564927,0.772839678302991,0.6379949205000002
PCA_105,0.6483918747599999,0.6030916521737844,0.4850181812797192,0.8795086594201025
PCA_106,0.6616243620000001,0.7121916346937821,0.48096842712334087,0.6381922245225232
PCA_107,0.567106596,0.5492351208502025,0.6105193302312983,0.933897762
PCA_108,0.7471182096,0.7235739507058087,0.5635743605864463,0.7060267080720001
PCA_109,0.7471182096,0.6078021185928792,0.7181882882579038,0.7687846376784
PCA_110,0.7204354164000002,0.542782486956406,0.692475777421284,0.7119714529539662
PCA_111,0.7001316000000001,0.572058491602669,0.59878787812311,0.988849240213842
PCA_112,0.3587901148629001,0.6622292113415399,0.46566745065421766,1.089547389
PCA_113,0.6102612453891139,0.5360814685989195,0.6083577642618297,0.7501410000000001
PCA_114,0.583733154696601,0.46135750151417004,0.5891863232260924,0.686128968
PCA_115,0.533756191302432,0.7007716522132696,0.8114816622181406,0.45935634276000004
PCA_116,0.6589582608671999,0.5360814685989195,0.6759530714020329,0.8009678845732121
PCA_117,0.7938000000000001,0.5581856191159096,0.5959521327330023,0.7910793921710735
PCA_118,0.5604440008675536,0.6129198124314311,0.7103995708782302,1.1117830499999999
PCA_119,0.6227155565195039,0.4787341534955501,0.7540977026707989,1.004963820424734
PCA_120,0.64839187476,0.5628855420288655,0.5961906089765933,0.960980797098
PCA_121,0.73513818,0.3517230515477512,0.6707144350986675,0.8894264399999999
PCA_122,0.77839444564938,0.6949204222578584,0.6362016231790221,0.8969154106248001
PCA_123,0.605165749776,0.46135750151417015,0.5237211762009709,0.7844741200800001
PCA_124,0.6301184400000001,0.49646504806945924,0.6868966629461424,0.9338977620000001
PCA_125,0.6301184400000002,0.474736869058081,0.6382647341570457,0.9075779999999999
PCA_126,0.605165749776,0.5956460762210215,0.8344225740356441,0.9491168366399999
PCA_127,0.567106596,0.5023670572043186,0.5008001115403383,0.7628265567363922
PCA_128,0.6354240372648001,0.525359839226941,0.5276485383119291,0.7878916352129915
PCA_129,0.7501410000000001,0.6753356873254213,0.9809928211109431,0.9648688612500003
PCA_130,0.7088832450000001,0.4362464973728201,0.7158450120612396,0.8339940489100502
PCA_131,0.6780680504323487,0.5360814685989195,0.6207732288386016,0.9081268532576101
PCA_132,0.500188017672,0.7878916352129915,0.7073181810329241,0.9724050000000001
PCA_133,0.514693470184488,0.7752578043276521,0.641301817469851,0.9529568999999999
PCA_134,0.5557644640800001,2.0,0.753408944924832,1.02102525
PCA_135,0.6051657497760001,0.6030916521737846,0.4829143932710403,0.9971753508164425
PCA_136,0.6780680504323489,0.4672689315225906,0.6961915794606656,0.88942644
PCA_137,0.6780680504323486,0.7206582156748161,0.673229230877272,0.8236978260840002
PCA_138,0.71442,0.6356205462251879,0.9051986228304423,0.8716379112
PCA_139,0.6618289735789128,0.6202062434621216,0.7127680625007453,0.7910793921710737
PCA_140,0.45935634276000004,0.4943116087651823,0.5499072350110195,1.0090298369529
PCA_141,0.7445575952762771,0.622908135300684,0.570097863219124,0.94176118115604
PCA_142,0.5557644640800001,0.6867562191690042,0.5008001115403382,0.9690722554095652
PCA_143,0.5446491747984001,0.5581856191159095,0.6839888459599084,0.9266600543445003
PCA_144,0.6202062434621216,0.40691731633549816,0.6657222134427399,0.7355827511386643
PCA_145,0.8613975603640579,0.5562725375268937,0.5678005799777076,0.7813129799220478
PCA_146,0.686128968,0.525359839226941,0.6813719384247326,0.9529569000000001
PCA_147,0.4707729607287451,0.5045555895935542,0.6008471745795848,1.0424925611375626
PCA_148,0.605165749776,0.6757440932056531,0.634021155659752,0.6457790956498559
PCA_149,0.6561000000000001,0.44156914028884814,0.6628346136293538,0.6127303216482001
PCA_150,0.64839187476,0.43598283893089085,0.5151171854490982,0.622715556519504
PCA_151,0.7471182096,0.5023670572043187,0.5681439545394462,1.0169108964
PCA_152,0.41342070848400003,0.5276485383119291,0.5430613809529486,0.9491168366399999
PCA_153,0.5718816335383199,0.7091024716916925,0.6083577642618295,0.7597526482410991
PCA_154,0.5604440008675536,0.6512165556352276,0.6234775907154415,0.8795086594201025
PCA_155,0.59306243478048,0.5604440008675535,0.44524669041478243,0.8969154106248001
PCA_156,0.5001880176720003,0.43788217239726307,0.6110080389011328,0.9729930570617253
PCA_157,0.777924,0.8039710563397874,0.6363317283844601,0.7844741200799998
PCA_158,0.4557963311036101,0.5451470867763556,0.5344093634703787,0.9266600543445002
PCA_159,0.8135287171199999,0.529783369073232,0.6839888459599084,0.8613975603640579
PCA_160,0.7471182096,0.6701018357486493,0.8109062915798291,0.8716379112
PCA_161,0.7265014826060879,0.5720584916026692,0.6441541434687602,0.8168202000000001
PCA_162,0.6919061739105599,0.5320913390045158,0.48291439327104035,0.753408944924832
PCA_163,0.686128968,0.4809684271233407,0.5700978632191241,0.794280046581
PCA_164,2.0,0.48038057217218894,0.5907934072026567,1.06775644122
PCA_165,0.7204354164000001,0.6566997990336766,0.44170569837857815,0.622715556519504
PCA_166,0.686128968,2.0,0.6129198124314312,0.8405079858000001
PCA_167,0.6977320238948869,0.4359828389308909,0.5389090903107991,0.9571084004045087
PCA_168,0.9379662323964185,0.42726318215227305,0.613480136636914,0.69190617391056
PCA_169,0.5604440008675537,0.756691126458557,0.681994840772304,0.80722386956232
PCA_170,0.5208121800000002,0.5930624347804802,0.7733070492342464,0.960980797098
PCA_171,0.5446491747983999,0.525359839226941,0.5456454539396841,0.8470728
PCA_172,0.500188017672,0.6104499725946703,0.7424544812726684,0.69190617391056
PCA_173,0.5812011860848705,0.41703064037834564,0.6083577642618297,0.9301344999071999
PCA_174,0.75645718722,0.6647121923808633,0.7478012164284713,1.1117830499999999
PCA_175,0.9882516,0.5360814685989196,0.4788386903774889,0.9491168366399999
PCA_176,0.5695771623631729,0.5045555895935541,0.48698053246238254,1.1543551154888845
PCA_177,0.5557644640800001,0.5382504184331984,0.6676079717550942,0.9044674383822606
PCA_178,0.7001316000000001,0.49446447780168296,2.0,0.7148520419229002
PCA_179,0.6354240372648001,0.7445575952762771,0.9738170440876495,0.823697826084
PCA_180,0.4236956646558706,0.43234251495497006,0.5386935266746748,0.8272862169736412
PCA_181,0.3906825695173802,0.5886481878591465,0.5721754793387275,0.9805926501
PCA_182,0.5671065960000001,0.5930624347804799,0.708131115252224,0.6893216118542251
PCA_183,0.76236552,2.0,0.7119714529539661,0.7687846376783998
PCA_184,0.6589582608672,0.6540535420657182,0.5611298316438974,0.8654057508871272
PCA_185,0.7351381800000001,0.48457518824564927,0.7575377718862616,0.9535331959204907
PCA_186,0.6078021185928791,0.4803805721721888,0.7128427120513217,0.8405079858
PCA_187,0.5208121800000001,0.5768752241019636,0.701412289554872,0.827286216973641
PCA_188,0.7445575952762772,0.533756191302432,0.59878787812311,0.9648688612500003
PCA_189,0.7175323284998399,0.42054203837033155,0.6393596137904074,0.8140206945440349
PCA_190,0.622715556519504,0.4923197160602323,0.6256217977713295,0.8203786289181503
PCA_191,0.5980560204813317,0.5743730020702709,0.5476913125232714,0.6407743076585697
PCA_192,0.622715556519504,0.6919061739105601,0.543446704851216,0.8899643161924576
PCA_193,0.7534089449248319,0.5170955675456905,0.515323314775008,0.8863780896146156
PCA_194,0.7501410000000001,0.4291245289493177,0.3623659152211519,0.8905025176628537
PCA_195,0.533756191302432,2.0,0.5538596805677614,0.7974936506250001
PCA_196,0.7175323284998399,0.46336737819816215,0.4526836358610714,0.6620244760247977
PCA_197,0.6354240372648,0.6381922245225232,0.7950964946163823,0.7060267080720001
PCA_198,0.7564571872200001,0.8203786289181504,0.5725814608611198,0.703181681929843
PCA_199,0.76236552,2.0,0.726501482606088,0.8894264399999998
PCA_200,0.7501410000000001,0.5169357018632438,0.5768752241019637,0.847585063040436
PCA_Sq_1,0.5126194461268556,0.622908135300684,0.5214495122244255,0.6589582608672
PCA_Sq_2,0.71442,0.5297833690732318,0.9703064752601591,0.7501410000000001
PCA_Sq_3,0.6102612453891141,0.6057189853070617,0.48865531133067763,0.67240638864
PCA_Sq_4,0.686128968,0.5540309652275258,0.5982409731427769,1.0464013123956
PCA_Sq_5,0.645779095649856,0.42554146977382207,0.5212409324195357,1.225740812625
PCA_Sq_6,0.5557644640800001,0.6180805972521038,0.5680923288399033,0.6616243620000001
PCA_Sq_7,0.49018425731856,0.620581310086824,0.5258401171173551,0.88942644
PCA_Sq_8,0.5230810674763834,0.6356205462251878,0.59878787812311,0.8371210499164798
PCA_Sq_9,0.49018425731856013,2.0,0.847585063040436,0.7204354164
PCA_Sq_10,0.470772960728745,0.6078021185928791,0.608545902803635,0.800483796
PCA_Sq_11,2.0,0.5126194461268558,0.7754975577776737,0.6671952391280402
PCA_Sq_12,0.6724063886400001,0.7267261578507982,0.6038296720569064,0.9848645440162395
PCA_Sq_13,0.470772960728745,0.455937289043381,0.7820272472141618,0.7844741200800001
PCA_Sq_14,0.6051657497760001,0.6701018357486495,0.6897480320428909,1.0169108964
PCA_Sq_15,0.5468527890000001,0.8711732476951363,0.8112307838933861,0.7204354164000002
PCA_Sq_16,0.5103959364000001,0.47488368448073637,0.4454248603589258,0.5671065960000002
PCA_Sq_17,0.830131344,0.5839055878538716,0.5891863232260923,0.9266600543445002
PCA_Sq_18,0.732175845408,0.5538596805677611,0.5475219878356467,0.60761421
PCA_Sq_19,0.854205152976,0.6254283800320727,0.6816445962632379,0.8135287171199999
PCA_Sq_20,0.6861289680000001,0.4923197160602323,0.5521321229732228,0.8899643161924579
PCA_Sq_21,0.7321758454079998,0.4342259895651248,0.6389731979438168,0.9609807970979999
PCA_Sq_22,0.622715556519504,0.6570969349536431,0.5476913125232713,0.6152093876250003
PCA_Sq_23,0.6538513343454792,0.5230810674763834,0.6232848358809666,0.7064536741935729
PCA_Sq_24,0.5337561913024319,0.5067536561947766,0.6569028876598958,0.8789771024123039
PCA_Sq_25,0.5337561913024321,0.5274854100645344,0.5819124180010788,0.9766412249025598
PCA_Sq_26,0.5980560204813316,0.5718816335383202,0.5868121205606481,0.949690810301374
PCA_Sq_27,0.7813129799220478,0.5470219067335913,0.7068906924211357,0.7204354164000001
PCA_Sq_28,0.57188163353832,2.0,0.8077120341613183,0.6919061739105601
PCA_Sq_29,0.5296195808198383,0.6104499725946703,0.51934826381961,0.7204354164000001
PCA_Sq_30,0.57188163353832,0.5628855420288655,0.46033892192909326,0.8371210499164798
PCA_Sq_31,0.567106596,0.4923197160602322,0.49878207257235346,0.8905025176628538
PCA_Sq_32,0.622715556519504,0.49231971606023206,0.5582490386213226,0.8721650298686088
PCA_Sq_33,0.6457790956498559,0.6155899613639176,0.7766759156831963,0.933897762
PCA_Sq_34,0.7471182095999999,0.6622292113415399,0.6111329919404352,0.9724050000000001
PCA_Sq_35,0.5446491747984001,0.5956460762210215,0.656640126504832,0.8894264399999999
PCA_Sq_36,0.4803805721721888,0.5980560204813316,0.6087256655779782,0.9229259575329191
PCA_Sq_37,0.6354240372648,0.5956460762210216,0.8426948599412769,1.1673722025
PCA_Sq_38,0.6076142100000002,0.542782486956406,2.0,1.029
PCA_Sq_39,0.5446491747984,0.5276485383119291,0.7007079749947118,0.988849240213842
PCA_Sq_40,0.67240638864,0.5297833690732319,0.9281019091261228,1.08045
PCA_Sq_41,0.586094900071705,0.6485923941073346,2.0,0.7294408591050002
PCA_Sq_42,0.7351381800000001,0.6381922245225231,0.6914667661871144,1.2515123196456446
PCA_Sq_43,0.854205152976,0.542782486956406,0.5775811622192188,1.05063498225
PCA_Sq_44,0.5470219067335912,0.5628855420288655,0.5302676909034832,0.8168202
PCA_Sq_45,0.6328635137368588,0.470772960728745,0.6873840437637746,0.7148520419229
PCA_Sq_46,0.55576446408,0.7095312978659356,2.0,0.7088832450000001
PCA_Sq_47,0.5980560204813317,0.5170955675456905,0.5009025267166302,0.854205152976
PCA_Sq_48,0.81352871712,0.6645066894237017,0.6844024847945582,0.6780680504323487
PCA_Sq_49,0.6051657497760001,0.5768752241019637,0.6393596137904072,0.7413280434755999
PCA_Sq_50,0.5103959364,0.31655074639297603,0.692475777421284,0.8613975603640578
PCA_Sq_51,0.6891180482912463,0.7326186250896312,0.6686223929140233,0.4726776767000401
PCA_Sq_52,0.6861289680000001,0.4845751882456494,0.6362016231790222,0.7088832450000001
PCA_Sq_53,0.59306243478048,0.4617792692074905,0.8051926793359502,0.76236552
PCA_Sq_54,0.7564571872200002,2.0,0.7385691026454037,0.7564571872199999
PCA_Sq_55,0.7001316000000001,0.5297833690732319,0.5748980872274293,1.1031667313625002
PCA_Sq_56,0.49018425731856,0.5862761536799213,0.5586959059547417,0.9888492402138418
PCA_Sq_57,0.5904900000000002,0.6202062434621217,0.4910809085457159,0.7443274072500001
PCA_Sq_58,0.4726776767000402,0.45593728904338093,0.7790352495989445,0.7091024716916924
PCA_Sq_59,0.5604440008675537,0.5956460762210215,0.5427331657846061,0.6751269000000001
PCA_Sq_60,0.703181681929843,0.4824733217390275,0.769644814275721,0.7475700256016647
PCA_Sq_61,0.6175160712000001,0.48653574710807007,2.0,0.7654500000000001
PCA_Sq_62,0.6354240372648002,0.5628855420288654,0.581912418001079,0.6724063886400001
PCA_Sq_63,0.5718816335383201,0.48638532932434125,0.5027806248963631,0.8576612100000001
PCA_Sq_64,0.7687846376784,0.735365526198792,0.6134801366369143,0.933897762
PCA_Sq_65,0.823697826084,0.6205813100868242,0.7360377888599913,0.7883681087399287
PCA_Sq_66,0.5230810674763835,0.781312979922048,0.4751276905270631,0.7471182095999999
PCA_Sq_67,0.5251974185556002,0.4541000306341987,0.7522001920282761,0.69190617391056
PCA_Sq_68,0.6861289680000001,0.6383895895625812,0.5586959059547415,0.9044674383822608
PCA_Sq_69,0.753408944924832,0.6810220138127013,0.46930456100198265,0.64839187476
PCA_Sq_70,0.777924,0.5628855420288654,0.5702741696410574,1.0254732861476878
PCA_Sq_71,0.8168201999999999,2.0,2.0,0.9304092590625003
PCA_Sq_72,0.6751269000000001,0.6104499725946703,0.5987878781231101,0.7659129020602503
PCA_Sq_73,0.9152198067599999,0.7471182096,0.8595487571401028,1.03766418
PCA_Sq_74,0.6589582608672,2.0,0.7271656418611276,0.7910793921710735
PCA_Sq_75,0.76236552,0.5253598392269409,0.5820843133177719,0.7294408591050001
PCA_Sq_76,0.5812011860848704,0.47473686905808105,0.4949165115099177,1.153657446916149
PCA_Sq_77,0.830131344,0.6485923941073344,0.5521321229732228,0.800483796
PCA_Sq_78,0.37369957622647787,0.7721338025087318,0.3992669668294648,0.6354240372648
PCA_Sq_79,0.8894264399999998,0.6129198124314312,0.6844024847945582,0.8894264399999998
PCA_Sq_80,0.5671065960000001,0.5720584916026691,0.48713113431650074,0.9609807970980001
PCA_Sq_81,0.6589582608672,0.5956460762210215,0.5658545448263391,0.8301313439999999
PCA_Sq_82,0.6780680504323489,0.5470219067335914,0.5238831403348924,0.7813129799220478
PCA_Sq_83,0.5446491747984,0.4844253765898786,0.5092690903437052,1.2019524317876764
PCA_Sq_84,0.533756191302432,1.6916406215283333,0.7945256827814849,0.7321758454079998
PCA_Sq_85,0.605165749776,0.4824733217390275,0.6306371774952407,0.80722386956232
PCA_Sq_86,0.4803805721721888,0.6512165556352276,0.9752979665551937,1.08045
PCA_Sq_87,0.7471182095999999,0.5274854100645344,0.6435073239747354,0.7564571872199999
PCA_Sq_88,0.69190617391056,0.49446447780168296,0.5793883469160281,0.7235739507058087
PCA_Sq_89,0.71442,0.8342519669205594,0.665053736635401,0.7844741200799998
PCA_Sq_90,0.5446491747984,0.5405952745645223,0.570046059973201,0.8969154106248
PCA_Sq_91,0.7844741200799998,0.5538596805677611,0.5389090903107991,0.8716379111999999
PCA_Sq_92,0.59306243478048,0.5581856191159095,0.5634001254828805,0.9005442705
PCA_Sq_93,0.5557644640800001,0.3891082634594731,0.660163635630729,0.9260999999999999
PCA_Sq_94,0.5103959364,0.6202062434621216,0.5842667967970613,0.8004837959999999
PCA_Sq_95,0.8576612100000001,0.7813129799220478,0.6569028876598959,1.0216427099148113
PCA_Sq_96,0.7175323284998399,0.569577162363173,0.6260001394254229,0.7351381800000001
PCA_Sq_97,0.7175323284998399,0.6485923941073345,0.6387756524749211,0.7628265567363923
PCA_Sq_98,0.5446491747984,2.0,0.6008388499016339,0.661624362
PCA_Sq_99,0.7290000000000001,0.5088039476579318,0.7357433737444475,0.8716379111999998
PCA_Sq_100,0.5581856191159095,0.45593728904338104,0.6355217129966919,0.7088832450000001
PCA_Sq_101,0.6127303216482001,0.5606173217706156,0.6034647297788965,1.0684021615890458
PCA_Sq_102,0.45016921590480014,0.5494049753352033,0.5568757434039664,0.5208121800000001
PCA_Sq_103,0.5446491747983999,0.6104499725946703,0.5658545448263391,0.9417611811560401
PCA_Sq_104,0.8470728,0.6782777473274115,0.7393954717304029,1.0552120114459707
PCA_Sq_105,0.64839187476,0.4943116087651822,0.532413118581322,0.8405079858000001
PCA_Sq_106,0.5627115198810002,0.6435658030530028,2.0,0.7718950889999999
PCA_Sq_107,0.7779240000000001,0.5126194461268558,0.5496872721170152,0.8405079858
PCA_Sq_108,0.49018425731856,0.6514179485332461,0.5799180170434532,0.9266600543445002
PCA_Sq_109,0.6175160712000001,0.6202062434621217,0.6901651537165288,1.02102525
PCA_Sq_110,0.6561000000000001,0.6229081353006841,0.7358102348239332,0.9260999999999999
PCA_Sq_111,0.7534089449248318,0.5653377196199243,0.6365863629296317,0.6457790956498559
PCA_Sq_112,0.5230810674763835,0.8239525599215397,0.6207732288386015,0.7687846376784
PCA_Sq_113,0.4823241598980001,0.6006614161828027,0.710829181466721,0.55576446408
PCA_Sq_114,0.5446491747984,0.5470219067335913,0.45649523207502146,0.7501410000000002
PCA_Sq_115,0.67240638864,0.5768752241019636,0.670177970864898,1.09872137801538
PCA_Sq_116,0.48638532932434114,0.5494049753352034,0.4888064311209064,0.9502651310704496
PCA_Sq_117,0.605165749776,0.4037637071338981,0.7979869869532262,0.918922725
PCA_Sq_118,0.73513818,0.49231971606023234,0.6182717426423927,0.9845600625000002
PCA_Sq_119,0.76236552,0.49063237809872007,0.6441541434687601,0.6354240372648001
PCA_Sq_120,0.7119714529539661,0.5384168758284992,0.6813719384247326,0.8405079858
PCA_Sq_121,0.4803805721721888,0.6540535420657184,0.5110205219799369,0.9044674383822608
PCA_Sq_122,0.86436,0.6489846271147092,0.5706190400937766,1.0169108964000002
PCA_Sq_123,0.45935634276000026,0.43422598956512476,0.6059063077895447,0.76236552
PCA_Sq_124,0.861397560364058,0.5651629393548585,0.6680117043379733,0.9417611811560401
PCA_Sq_125,0.7687846376784,0.46336737819816215,0.5279196561411813,0.96486886125
PCA_Sq_126,0.7972581427776,0.6202062434621216,0.5048148417401161,0.7779240000000001
PCA_Sq_127,0.5557644640800001,0.398778970008788,0.593788181633754,0.7119714529539662
PCA_Sq_128,0.7321758454079998,0.6356205462251878,0.529783369073232,0.8789771024123039
PCA_Sq_129,0.44488044788866415,0.5045555895935541,0.6334420702434711,0.9338977619999999
PCA_Sq_130,0.59306243478048,0.6514179485332461,0.6062727265996493,0.8236978260840002
PCA_Sq_131,0.49018425731856,0.5470219067335914,0.6788978210012587,0.8686505278223234
PCA_Sq_132,0.7351381800000002,0.765686720323607,0.5725814608611199,0.91521980676
PCA_Sq_133,0.43774679639190706,0.7091024716916925,0.5914024249143109,0.972405
PCA_Sq_134,0.5695771623631729,0.5360814685989196,1.0145595159191005,0.9229259575329192
PCA_Sq_135,0.605165749776,0.5230810674763835,0.42739531603266284,0.9005442705000001
PCA_Sq_136,2.0,0.5296195808198382,0.703606927536082,0.7265014826060878
PCA_Sq_137,0.6751269000000002,2.0,0.7512808289636653,0.6354240372648
PCA_Sq_138,0.7204354164000001,0.5253598392269411,0.701412289554872,0.933897762
PCA_Sq_139,0.7471182096,0.7328451920999017,0.48910203436609473,0.9306969940953463
PCA_Sq_140,0.5340789776903412,0.5980560204813317,0.6036429915888004,0.6127303216482002
PCA_Sq_141,0.69190617391056,0.6949204222578585,0.8074488938869198,0.8334900000000001
PCA_Sq_142,0.5956460762210215,0.5886481878591466,0.4617792692074904,0.7060267080719999
PCA_Sq_143,0.500188017672,0.46726893152259064,0.5965511522664185,0.7844741200799998
PCA_Sq_144,0.5251974185556,0.5743730020702709,0.5941472720676559,1.2360615502673025
PCA_Sq_145,2.0,0.7413280434756001,0.49691891067590066,0.8969154106248001
PCA_Sq_146,0.60761421,0.6006614161828026,0.7097507249721347,0.972405
PCA_Sq_147,2.0,0.6004757152152361,0.6182717426423928,0.934462532002081
PCA_Sq_148,0.6837773834169891,0.697732023894887,0.500800111540338,0.7881243762199974
PCA_Sq_149,0.6724063886399999,0.455937289043381,0.6009700496906143,0.8686505278223232
PCA_Sq_150,0.57188163353832,0.8074735087231091,0.7094668246821455,0.7752578043276522
PCA_Sq_151,0.57188163353832,2.0,0.586094900071705,0.7148520419229001
PCA_Sq_152,0.76236552,0.4885042382607654,0.6495779213567671,0.7060267080720001
PCA_Sq_153,0.64839187476,0.5492351208502027,0.603278162136639,0.7628265567363923
PCA_Sq_154,0.605165749776,0.5628855420288653,0.5151171854490979,0.6379949205000001
PCA_Sq_155,0.5230810674763835,0.7121916346937822,0.51934826381961,0.94911683664
PCA_Sq_156,0.6051657497759999,0.5982409731427769,0.673229230877272,0.7628265567363923
PCA_Sq_157,0.6701018357486492,0.5516278311882881,0.5322558916649869,0.86436
PCA_Sq_158,0.500188017672,0.6409724712244038,0.6518118902805318,1.0090298369529
PCA_Sq_159,0.6354240372648,0.6328635137368588,0.5475219878356467,0.8004837960000001
PCA_Sq_160,0.5766968768927128,0.6645066894237017,0.6393596137904072,1.0169108964
PCA_Sq_161,0.6254283800320727,0.6540535420657183,0.5743208103540806,0.9229259575329192
PCA_Sq_162,0.67240638864,0.610261245389114,2.0,1.0854774689062503
PCA_Sq_163,0.854205152976,0.4342259895651248,0.5384780492640052,0.9609807970980001
PCA_Sq_164,0.5126194461268556,0.7091024716916925,0.7419383329513755,0.9157732813620392
PCA_Sq_165,0.55576446408,0.4672689315225904,0.7364829040326157,0.7204354164
PCA_Sq_166,0.6102612453891139,0.5387424807420723,0.5432293261692757,0.9571084004045087
PCA_Sq_167,0.583552687284,0.6645066894237018,0.6287272720292656,0.6751269000000001
PCA_Sq_168,0.6780680504323489,0.6254283800320728,0.5280829186819616,0.7119714529539664
PCA_Sq_169,0.76236552,2.0,0.763062465743338,1.0090298369529003
PCA_Sq_170,0.642978,0.7091024716916926,0.7273905225013485,1.0470341183572645
PCA_Sq_171,0.567106596,0.6949204222578587,1.1739452927302476,1.0895473889999998
PCA_Sq_172,0.41342070848400003,0.5956460762210217,0.5917530786157686,1.0767469504550722
PCA_Sq_173,0.6175160712000001,0.6461696273290548,0.6729599391849213,0.9609807970979999
PCA_Sq_174,0.5492351208502027,0.4236956646558706,0.5153233147750077,0.88253338509
PCA_Sq_175,0.47665762273785456,0.6078021185928791,0.523721176200971,0.8969154106247998
PCA_Sq_176,0.5208121800000001,0.6645066894237018,0.6703090690407101,1.0677564412199998
PCA_Sq_177,0.5954619258,0.6921201503340935,0.5985483629718609,0.8306333617796273
PCA_Sq_178,0.6724063886400001,0.6202062434621216,0.6057189853070618,1.0006047450000002
PCA_Sq_179,0.8203786289181504,0.7036069275360819,0.36815728254156127,0.6354240372648
PCA_Sq_180,0.5695771623631729,0.5387424807420722,0.6518118902805318,0.7849485268817477
PCA_Sq_181,0.6301184400000001,0.5886481878591466,0.42722435790624974,0.7752578043276521
PCA_Sq_182,0.7290000000000001,0.49646504806945935,0.43287158441100676,0.854205152976
PCA_Sq_183,0.6919061739105601,0.5108625344634737,0.6209652069424847,0.8938413931291707
PCA_Sq_184,0.59306243478048,0.6102612453891139,0.5770536264662333,0.7265014826060879
PCA_Sq_185,0.5230810674763835,0.38465578442939646,0.48668621140946344,0.8716379112
PCA_Sq_186,0.732175845408,0.6753356873254213,0.7132738001172211,0.933897762
PCA_Sq_187,0.5296195808198383,0.5982409731427767,0.44170569837857837,0.9417611811560401
PCA_Sq_188,2.0,0.680811468498,0.6786879324037192,0.8648827173882
PCA_Sq_189,0.7972581427775999,0.49446447780168296,0.5089612985432178,0.9766412249025599
PCA_Sq_190,0.7204354164,0.6202062434621216,0.6443533522705037,0.7501410000000001
PCA_Sq_191,0.5446491747983999,2.0,0.6895347889853601,0.800483796
PCA_Sq_192,0.46135750151417004,0.7383407660263352,0.6424446525602205,1.06775644122
PCA_Sq_193,0.514693470184488,0.5606173217706156,0.8161914028294395,0.98
PCA_Sq_194,0.5230810674763834,0.735365526198792,0.6793083810640201,0.7942800465810002
PCA_Sq_195,0.7628265567363924,0.56095635229287,0.6592968486207555,0.8140206945440348
PCA_Sq_196,0.583552687284,2.0,0.7752578043276522,0.882
PCA_Sq_197,0.8203786289181503,0.6837773834169892,0.5320913390045158,0.7876480500000002
PCA_Sq_198,0.43234251495496984,0.6925387065344071,0.4966185830708813,0.8648827173881999
PCA_Sq_199,0.686128968,2.0,0.8969154106248,0.91521980676
PCA_Sq_200,0.5126194461268558,0.640972471224404,0.44510903758910014,0.7942800465810002
